season,team,segment,seg_games,seg_off_roll3_mean,seg_def_roll3_mean,seg_net_roll3_mean,cluster_id,cluster_name
2019,GB,G5-8,4,0.10361008470257123,0.0614195012797912,0.04219058280189832,0,Cluster_0
2019,GB,G9-12,4,0.09796330084403357,0.09722298135360082,0.0007403201113144603,0,Cluster_0
2019,HOU,G1-4,4,0.05955958366394043,0.025113881876071293,0.034445700546105705,0,Cluster_0
2019,HOU,G13+,6,-0.013813740263382593,0.04408061318099499,-0.057894351788693,2,Cluster_2
2019,HOU,G5-8,4,0.06825820899878939,-0.007934905743847292,0.07619311350087325,0,Cluster_0
2019,HOU,G9-12,4,0.015243764190624159,0.013132670428603888,0.0021111002812782918,0,Cluster_0
2019,IND,G1-4,4,0.12929903591672579,0.1267445906996727,0.0025544452170530954,0,Cluster_0
2019,IND,G13+,4,-0.07982329570222646,-0.013958351919427514,-0.06586494502456239,2,Cluster_2
2019,IND,G5-8,4,0.027052059459189575,0.018974170088768005,0.00807788937042157,0,Cluster_0
2019,IND,G9-12,4,-0.09651341599722703,-0.11965312622487545,0.02313970774412155,1,Cluster_1
2019,JAX,G1-4,4,0.004430002222458522,0.020655338962872822,-0.016225335498650868,0,Cluster_0
2019,JAX,G13+,4,-0.11470604532708724,0.1586717339232564,-0.27337776869535446,2,Cluster_2
2019,JAX,G5-8,4,-0.018096470118810735,-0.02549939788877964,0.007402928546071055,0,Cluster_0
2019,JAX,G9-12,4,-0.09534244278135398,0.0021605302269260135,-0.09750296920537949,2,Cluster_2
2019,KC,G1-4,4,0.21785202622413635,0.04177712152401606,0.17607490221659342,0,Cluster_0
2019,KC,G13+,7,0.14807355811908132,-0.09690513586004576,0.24497869326954796,1,Cluster_1
2019,KC,G5-8,4,0.027281798189505935,-0.0043925751621524504,0.031674375136693314,0,Cluster_0
2019,KC,G9-12,4,0.04471407722060879,0.005413430199647941,0.039300646322468914,0,Cluster_0
2019,LA,G1-4,4,0.009463488080655225,-0.14237147818009058,0.1518349622686704,1,Cluster_1
2019,LA,G13+,4,-0.002400269724603276,-0.0145665241094927,0.01216626052822297,0,Cluster_0
2019,LA,G5-8,4,-0.02487050930358237,0.004208051910003029,-0.029078563054402668,2,Cluster_2
2019,LA,G9-12,4,-0.07312358543276787,-0.12535513627032438,0.052231550216674805,1,Cluster_1
2019,LAC,G1-4,4,0.04614506786068281,0.07842503488063812,-0.03227996577819189,0,Cluster_0
2019,LAC,G13+,4,0.034756277998288475,0.01631111154953639,0.01844516210258007,0,Cluster_0
2019,LAC,G5-8,4,-0.03101612130800883,-0.04604277697702249,0.015026656910777092,1,Cluster_1
2019,LAC,G9-12,4,-0.02372162416577339,-0.03979930281639099,0.016077679271499314,1,Cluster_1
2019,LV,G1-4,4,-0.007888610164324442,0.14862975478172302,-0.1565183699131012,2,Cluster_2
2019,LV,G13+,4,-0.13403351542850336,0.1416141198327144,-0.27564763464033604,2,Cluster_2
2019,LV,G5-8,4,0.03374160391589005,0.10978441891105224,-0.07604281852642694,0,Cluster_0
2019,LV,G9-12,4,0.016627676784992218,0.04667243454605341,-0.030044757761061195,0,Cluster_0
2019,MIA,G1-4,4,-0.3228634099165599,0.23100619514783224,-0.5538696050643921,2,Cluster_2
2019,MIA,G13+,4,0.048092134917775795,0.11222204998678838,-0.06412991415709257,0,Cluster_0
2019,MIA,G5-8,4,-0.16560221991191307,0.0843308287827919,-0.2499330472201109,2,Cluster_2
2019,MIA,G9-12,4,-0.09540849815433225,-0.026899504320075113,-0.06850899383425713,2,Cluster_2
2019,MIN,G1-4,4,0.03781411051750183,-0.11882509291172028,0.15663920839627585,1,Cluster_1
2019,MIN,G13+,6,-0.08471484699596961,-0.1335638922949632,0.04884904188414415,1,Cluster_1
2019,MIN,G5-8,4,0.0736768829325835,-0.05315193813294172,0.1268288257221381,1,Cluster_1
2019,MIN,G9-12,4,0.09246983840906371,0.0013531662213305644,0.0911166740891834,0,Cluster_0
2019,NE,G1-4,4,0.08199539594352245,-0.37437062462170917,0.45636601249376935,1,Cluster_1
2019,NE,G13+,5,-0.02876723210016886,-0.06263986540337405,0.03387262870868048,1,Cluster_1
2019,NE,G5-8,4,-0.04402516533931096,-0.3763388867179553,0.33231371765335405,1,Cluster_1
2019,NE,G9-12,4,-0.04725725327928861,-0.17578504731257757,0.12852779030799866,1,Cluster_1
2019,NO,G1-4,4,0.026182860136032104,0.059437574818730354,-0.0332547128200531,0,Cluster_0
2019,NO,G13+,5,0.11324652632077534,-0.04751211816910654,0.16075864434242249,1,Cluster_1
2019,NO,G5-8,4,-0.020410108535240095,-0.08770134181637937,0.06729123368859291,1,Cluster_1
2019,NO,G9-12,4,-0.011801928902665773,-0.10707337440301974,0.09527144518991311,1,Cluster_1
2019,NYG,G1-4,4,0.01158310721317927,0.1391445224483808,-0.1275614177187284,2,Cluster_2
