date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,goal_diff_home
2024-03-26,Tajikistan,Saudi Arabia,1,1,FIFA World Cup qualification,Dushanbe,Tajikistan,False,draw,0
2024-03-26,Jordan,Pakistan,7,0,FIFA World Cup qualification,Amman,Jordan,False,home_win,7
2024-03-26,Australia,Lebanon,5,0,FIFA World Cup qualification,Canberra,Australia,False,home_win,5
2024-03-26,Argentina,Costa Rica,3,1,Friendly,Los Angeles,United States,True,home_win,2
2024-03-26,Austria,Turkey,6,1,Friendly,Vienna,Austria,False,home_win,5
2024-03-26,Colombia,Romania,3,2,Friendly,Madrid,Spain,True,home_win,1
2024-03-26,Czech Republic,Armenia,2,1,Friendly,Prague,Czech Republic,False,home_win,1
2024-03-26,England,Belgium,2,2,Friendly,London,England,False,draw,0
2024-03-26,France,Chile,3,2,Friendly,Marseille,France,False,home_win,1
2024-03-26,Germany,Netherlands,2,1,Friendly,Frankfurt,Germany,False,home_win,1
2024-03-26,Ivory Coast,Uruguay,2,1,Friendly,Lens,France,True,home_win,1
2024-03-26,Morocco,Mauritania,0,0,Friendly,Agadir,Morocco,False,draw,0
2024-03-26,Norway,Slovakia,1,1,Friendly,Oslo,Norway,False,draw,0
2024-03-26,Republic of Ireland,Switzerland,0,1,Friendly,Dublin,Republic of Ireland,False,away_win,-1
2024-03-26,Scotland,Northern Ireland,0,1,Friendly,Glasgow,Scotland,False,away_win,-1
2024-03-26,Senegal,Benin,1,0,Friendly,Amiens,France,True,home_win,1
2024-03-26,Slovenia,Portugal,2,0,Friendly,Ljubljana,Slovenia,False,home_win,2
2024-03-26,Spain,Brazil,3,3,Friendly,Madrid,Spain,False,draw,0
2024-05-21,Galicia,Panama,0,2,Friendly,Vigo,Spain,False,away_win,-2
2024-05-21,Basque Country,Uruguay,1,1,Friendly,Bilbao,Spain,False,draw,0
2024-05-31,Bolivia,Mexico,0,1,Friendly,Chicago,United States,True,away_win,-1
2024-05-31,Costa Rica,Uruguay,0,0,Friendly,San José,Costa Rica,False,draw,0
2024-06-03,Croatia,North Macedonia,3,0,Friendly,Rijeka,Croatia,False,home_win,3
2024-06-03,England,Bosnia and Herzegovina,3,0,Friendly,Newcastle,England,False,home_win,3
2024-06-03,Germany,Ukraine,0,0,Friendly,Nuremberg,Germany,False,draw,0
2024-06-03,Gibraltar,Scotland,0,2,Friendly,Faro-Loulé,Portugal,True,away_win,-2
2024-06-04,Austria,Serbia,2,1,Friendly,Vienna,Austria,False,home_win,1
2024-06-04,Italy,Turkey,0,0,Friendly,Bologna,Italy,False,draw,0
2024-06-04,Portugal,Finland,4,2,Friendly,Lisbon,Portugal,False,home_win,2
2024-06-04,Switzerland,Estonia,4,0,Friendly,Lucerne,Switzerland,False,home_win,4
2024-06-05,Belgium,Montenegro,2,0,Friendly,Brussels,Belgium,False,home_win,2
2024-06-05,Denmark,Sweden,2,1,Friendly,Copenhagen,Denmark,False,home_win,1
2024-06-05,France,Luxembourg,3,0,Friendly,Metz,France,False,home_win,3
2024-06-05,Mexico,Uruguay,0,4,Friendly,Denver,United States,True,away_win,-4
2024-06-05,Norway,Kosovo,3,0,Friendly,Oslo,Norway,False,home_win,3
2024-06-05,Spain,Andorra,5,0,Friendly,Badajoz,Spain,False,home_win,5
2024-06-05,Tunisia,Equatorial Guinea,1,0,FIFA World Cup qualification,Radès,Tunisia,False,home_win,1
2024-06-05,Curaçao,Barbados,4,1,FIFA World Cup qualification,Willemstad,Curaçao,False,home_win,3
2024-06-06,Netherlands,Canada,4,0,Friendly,Rotterdam,Netherlands,False,home_win,4
2024-06-06,Egypt,Burkina Faso,2,1,FIFA World Cup qualification,Cairo,Egypt,False,home_win,1
2024-06-06,Senegal,DR Congo,1,1,FIFA World Cup qualification,Diamniadio,Senegal,False,draw,0
2024-06-06,Algeria,Guinea,1,2,FIFA World Cup qualification,Algiers,Algeria,False,away_win,-1
2024-06-06,Mali,Ghana,1,2,FIFA World Cup qualification,Bamako,Mali,False,away_win,-1
2024-06-06,Afghanistan,Qatar,0,0,FIFA World Cup qualification,Al Hofuf,Saudi Arabia,True,draw,0
2024-06-06,Myanmar,Japan,0,5,FIFA World Cup qualification,Yangon,Myanmar,False,away_win,-5
2024-06-06,Singapore,South Korea,0,7,FIFA World Cup qualification,Kallang,Singapore,False,away_win,-7
2024-06-06,Uzbekistan,Turkmenistan,3,1,FIFA World Cup qualification,Tashkent,Uzbekistan,False,home_win,2
2024-06-06,Hong Kong,Iran,2,4,FIFA World Cup qualification,Hong Kong,Hong Kong,False,away_win,-2
2024-06-06,Indonesia,Iraq,0,2,FIFA World Cup qualification,Jakarta,Indonesia,False,away_win,-2
2024-06-06,Jordan,Tajikistan,3,0,FIFA World Cup qualification,Amman,Jordan,False,home_win,3
2024-06-06,Pakistan,Saudi Arabia,0,3,FIFA World Cup qualification,Islamabad,Pakistan,False,away_win,-3
2024-06-06,Bangladesh,Australia,0,2,FIFA World Cup qualification,Dhaka,Bangladesh,False,away_win,-2
2024-06-06,Haiti,Saint Lucia,2,1,FIFA World Cup qualification,Bridgetown,Barbados,True,home_win,1
2024-06-06,Panama,Guyana,2,0,FIFA World Cup qualification,Panama City,Panama,False,home_win,2
2024-06-07,Czech Republic,Malta,7,1,Friendly,Grödig,Austria,True,home_win,6
2024-06-07,England,Iceland,0,1,Friendly,London,England,False,away_win,-1
2024-06-07,Germany,Greece,2,1,Friendly,Mönchengladbach,Germany,False,home_win,1
2024-06-07,Peru,Paraguay,0,0,Friendly,Lima,Peru,False,draw,0
2024-06-07,Scotland,Finland,2,2,Friendly,Glasgow,Scotland,False,draw,0
2024-06-07,Nigeria,South Africa,1,1,FIFA World Cup qualification,Uyo,Nigeria,False,draw,0
2024-06-07,Morocco,Zambia,2,1,FIFA World Cup qualification,Agadir,Morocco,False,home_win,1
2024-06-07,Ivory Coast,Gabon,1,0,FIFA World Cup qualification,Korhogo,Ivory Coast,False,home_win,1
2024-06-08,Belgium,Luxembourg,3,0,Friendly,Brussels,Belgium,False,home_win,3
2024-06-08,Denmark,Norway,3,1,Friendly,Brondbyvester,Denmark,False,home_win,2
2024-06-08,Mexico,Brazil,2,3,Friendly,College Station,United States,True,away_win,-1
2024-06-08,Portugal,Croatia,1,2,Friendly,Oeiras,Portugal,False,away_win,-1
2024-06-08,Spain,Northern Ireland,5,1,Friendly,Mallorca,Spain,False,home_win,4
2024-06-08,Sweden,Serbia,0,3,Friendly,Stockholm,Sweden,False,away_win,-3
2024-06-08,Switzerland,Austria,1,1,Friendly,St. Gallen,Switzerland,False,draw,0
2024-06-08,United States,Colombia,1,5,Friendly,Landover,United States,False,away_win,-4
2024-06-08,Cameroon,Cape Verde,4,1,FIFA World Cup qualification,Yaoundé,Cameroon,False,home_win,3
2024-06-08,Aruba,Curaçao,0,2,FIFA World Cup qualification,Oranjestad,Aruba,False,away_win,-2
2024-06-09,Argentina,Ecuador,1,0,Friendly,Chicago,United States,True,home_win,1
2024-06-09,France,Canada,0,0,Friendly,Bordeaux,France,False,draw,0
2024-06-09,Italy,Bosnia and Herzegovina,1,0,Friendly,Empoli,Italy,False,home_win,1
2024-06-09,Mauritania,Senegal,0,1,FIFA World Cup qualification,Nouakchott,Mauritania,False,away_win,-1
2024-06-09,DR Congo,Togo,1,0,FIFA World Cup qualification,Kinshasa,DR Congo,False,home_win,1
2024-06-09,Namibia,Tunisia,0,0,FIFA World Cup qualification,Johannesburg,South Africa,True,draw,0
2024-06-09,Barbados,Haiti,1,3,FIFA World Cup qualification,Bridgetown,Barbados,False,away_win,-2
2024-06-09,Montserrat,Panama,1,3,FIFA World Cup qualification,Managua,Nicaragua,True,away_win,-2
2024-06-10,Czech Republic,North Macedonia,2,1,Friendly,Hradec Králové,Czech Republic,False,home_win,1
2024-06-10,Netherlands,Iceland,4,0,Friendly,Rotterdam,Netherlands,False,home_win,4
2024-06-10,Poland,Turkey,2,1,Friendly,Warsaw,Poland,False,home_win,1
2024-06-10,Guinea-Bissau,Egypt,1,1,FIFA World Cup qualification,Bissau,Guinea-Bissau,False,draw,0
2024-06-10,Uganda,Algeria,1,2,FIFA World Cup qualification,Kira,Uganda,False,away_win,-1
2024-06-10,Ghana,Central African Republic,4,3,FIFA World Cup qualification,Kumasi,Ghana,False,home_win,1
2024-06-11,Chile,Paraguay,3,0,Friendly,Santiago,Chile,False,home_win,3
2024-06-11,Portugal,Republic of Ireland,3,0,Friendly,Aveiro,Portugal,False,home_win,3
2024-06-11,South Africa,Zimbabwe,3,1,FIFA World Cup qualification,Bloemfontein,South Africa,False,home_win,2
2024-06-11,Cape Verde,Libya,1,0,FIFA World Cup qualification,Praia,Cape Verde,False,home_win,1
2024-06-11,Morocco,Congo,6,0,FIFA World Cup qualification,Agadir,Morocco,False,home_win,6
2024-06-11,Kenya,Ivory Coast,0,0,FIFA World Cup qualification,Lilongwe,Malawi,True,draw,0
2024-06-11,Qatar,India,2,1,FIFA World Cup qualification,Al Rayyan,Qatar,False,home_win,1
2024-06-11,Japan,Syria,5,0,FIFA World Cup qualification,Hiroshima,Japan,False,home_win,5
2024-06-11,South Korea,China,1,0,FIFA World Cup qualification,Seoul,South Korea,False,home_win,1
2024-06-11,Iran,Uzbekistan,0,0,FIFA World Cup qualification,Tehran,Iran,False,draw,0
2024-06-11,Iraq,Vietnam,3,1,FIFA World Cup qualification,Basra,Iraq,False,home_win,2
2024-06-11,Saudi Arabia,Jordan,1,2,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,away_win,-1
2024-06-11,Australia,Palestine,5,0,FIFA World Cup qualification,Perth,Australia,False,home_win,5
2024-06-12,Ecuador,Bolivia,3,1,Friendly,Chester,United States,True,home_win,2
2024-06-12,United States,Brazil,1,1,Friendly,Orlando,United States,False,draw,0
2024-06-14,Germany,Scotland,5,1,UEFA Euro,Munich,Germany,False,home_win,4
2024-06-14,Argentina,Guatemala,4,1,Friendly,Landover,United States,True,home_win,3
2024-06-15,Hungary,Switzerland,1,3,UEFA Euro,Cologne,Germany,True,away_win,-2
2024-06-15,Spain,Croatia,3,0,UEFA Euro,Berlin,Germany,True,home_win,3
2024-06-15,Colombia,Bolivia,3,0,Friendly,Denver,United States,True,home_win,3
2024-06-16,Ecuador,Honduras,2,1,Friendly,Hartford,United States,True,home_win,1
2024-06-16,Serbia,England,0,1,UEFA Euro,Gelsenkirchen,Germany,True,away_win,-1
2024-06-16,Poland,Netherlands,1,2,UEFA Euro,Hamburg,Germany,True,away_win,-1
2024-06-16,Panama,Paraguay,0,1,Friendly,Panama City,Panama,False,away_win,-1
2024-06-17,Austria,France,0,1,UEFA Euro,Düsseldorf,Germany,True,away_win,-1
2024-06-17,Belgium,Slovakia,0,1,UEFA Euro,Frankfurt,Germany,True,away_win,-1
2024-06-18,Turkey,Georgia,3,1,UEFA Euro,Dortmund,Germany,True,home_win,2
2024-06-18,Portugal,Czech Republic,2,1,UEFA Euro,Leipzig,Germany,True,home_win,1
2024-06-18,New Zealand,Solomon Islands,3,0,Oceania Nations Cup,Port Vila,Vanuatu,True,home_win,3
2024-06-19,Germany,Hungary,2,0,UEFA Euro,Stuttgart,Germany,False,home_win,2
2024-06-19,Scotland,Switzerland,1,1,UEFA Euro,Cologne,Germany,True,draw,0
2024-06-19,Croatia,Albania,2,2,UEFA Euro,Hamburg,Germany,True,draw,0
2024-06-20,Spain,Italy,1,0,UEFA Euro,Gelsenkirchen,Germany,True,home_win,1
2024-06-20,Denmark,England,1,1,UEFA Euro,Frankfurt,Germany,True,draw,0
2024-06-20,Argentina,Canada,2,0,Copa América,Atlanta,United States,True,home_win,2
2024-06-21,Poland,Austria,1,3,UEFA Euro,Berlin,Germany,True,away_win,-2
2024-06-21,Netherlands,France,0,0,UEFA Euro,Leipzig,Germany,True,draw,0
2024-06-21,Vanuatu,New Zealand,0,4,Oceania Nations Cup,Port Vila,Vanuatu,False,away_win,-4
2024-06-22,Belgium,Romania,2,0,UEFA Euro,Cologne,Germany,True,home_win,2
2024-06-22,Georgia,Czech Republic,1,1,UEFA Euro,Hamburg,Germany,True,draw,0
2024-06-22,Turkey,Portugal,0,3,UEFA Euro,Dortmund,Germany,True,away_win,-3
2024-06-22,Ecuador,Venezuela,1,2,Copa América,Santa Clara,United States,True,away_win,-1
2024-06-22,Mexico,Jamaica,1,0,Copa América,Houston,United States,True,home_win,1
2024-06-23,Germany,Switzerland,1,1,UEFA Euro,Frankfurt,Germany,False,draw,0
2024-06-23,Scotland,Hungary,0,1,UEFA Euro,Stuttgart,Germany,True,away_win,-1
2024-06-23,United States,Bolivia,2,0,Copa América,Arlington,United States,False,home_win,2
2024-06-23,Uruguay,Panama,3,1,Copa América,Miami Gardens,United States,True,home_win,2
2024-06-24,Albania,Spain,0,1,UEFA Euro,Düsseldorf,Germany,True,away_win,-1
2024-06-24,Croatia,Italy,1,1,UEFA Euro,Leipzig,Germany,True,draw,0
2024-06-24,Colombia,Paraguay,2,1,Copa América,Houston,United States,True,home_win,1
2024-06-24,Brazil,Costa Rica,0,0,Copa América,Inglewood,United States,True,draw,0
2024-06-25,England,Slovenia,0,0,UEFA Euro,Cologne,Germany,True,draw,0
2024-06-25,Netherlands,Austria,2,3,UEFA Euro,Berlin,Germany,True,away_win,-1
2024-06-25,France,Poland,1,1,UEFA Euro,Dortmund,Germany,True,draw,0
2024-06-25,Peru,Canada,0,1,Copa América,Kansas City,United States,True,away_win,-1
2024-06-25,Chile,Argentina,0,1,Copa América,East Rutherford,United States,True,away_win,-1
2024-06-26,Ukraine,Belgium,0,0,UEFA Euro,Stuttgart,Germany,True,draw,0
2024-06-26,Georgia,Portugal,2,0,UEFA Euro,Gelsenkirchen,Germany,True,home_win,2
2024-06-26,Czech Republic,Turkey,1,2,UEFA Euro,Hamburg,Germany,True,away_win,-1
2024-06-26,Ecuador,Jamaica,3,1,Copa América,Las Vegas,United States,True,home_win,2
2024-06-26,Venezuela,Mexico,1,0,Copa América,Inglewood,United States,True,home_win,1
2024-06-27,New Zealand,Tahiti,5,0,Oceania Nations Cup,Port Vila,Vanuatu,True,home_win,5
2024-06-27,United States,Panama,1,2,Copa América,Atlanta,United States,False,away_win,-1
2024-06-27,Uruguay,Bolivia,5,0,Copa América,East Rutherford,United States,True,home_win,5
2024-06-28,Colombia,Costa Rica,3,0,Copa América,Glendale,United States,True,home_win,3
2024-06-28,Paraguay,Brazil,1,4,Copa América,Las Vegas,United States,True,away_win,-3
2024-06-29,Switzerland,Italy,2,0,UEFA Euro,Berlin,Germany,True,home_win,2
2024-06-29,Germany,Denmark,2,0,UEFA Euro,Dortmund,Germany,False,home_win,2
2024-06-29,Argentina,Peru,2,0,Copa América,Miami Gardens,United States,True,home_win,2
2024-06-29,Canada,Chile,0,0,Copa América,Orlando,United States,True,draw,0
2024-06-30,England,Slovakia,2,1,UEFA Euro,Gelsenkirchen,Germany,True,home_win,1
2024-06-30,Spain,Georgia,4,1,UEFA Euro,Cologne,Germany,True,home_win,3
2024-06-30,Vanuatu,New Zealand,0,3,Oceania Nations Cup,Port Vila,Vanuatu,False,away_win,-3
2024-06-30,Mexico,Ecuador,0,0,Copa América,Glendale,United States,True,draw,0
2024-07-01,France,Belgium,1,0,UEFA Euro,Düsseldorf,Germany,True,home_win,1
2024-07-01,Portugal,Slovenia,0,0,UEFA Euro,Frankfurt,Germany,True,draw,0
2024-07-01,United States,Uruguay,0,1,Copa América,Kansas City,United States,False,away_win,-1
2024-07-01,Bolivia,Panama,1,3,Copa América,Orlando,United States,True,away_win,-2
2024-07-02,Romania,Netherlands,0,3,UEFA Euro,Munich,Germany,True,away_win,-3
2024-07-02,Austria,Turkey,1,2,UEFA Euro,Leipzig,Germany,True,away_win,-1
2024-07-02,Brazil,Colombia,1,1,Copa América,Santa Clara,United States,True,draw,0
2024-07-02,Costa Rica,Paraguay,2,1,Copa América,Austin,United States,True,home_win,1
2024-07-04,Argentina,Ecuador,1,1,Copa América,Houston,United States,True,draw,0
2024-07-05,Germany,Spain,1,2,UEFA Euro,Stuttgart,Germany,False,away_win,-1
2024-07-05,Portugal,France,0,0,UEFA Euro,Hamburg,Germany,True,draw,0
2024-07-05,Venezuela,Canada,1,1,Copa América,Arlington,United States,True,draw,0
2024-07-06,England,Switzerland,1,1,UEFA Euro,Düsseldorf,Germany,True,draw,0
2024-07-06,Netherlands,Turkey,2,1,UEFA Euro,Berlin,Germany,True,home_win,1
2024-07-06,Uruguay,Brazil,0,0,Copa América,Las Vegas,United States,True,draw,0
2024-07-06,Colombia,Panama,5,0,Copa América,Glendale,United States,True,home_win,5
2024-07-09,Spain,France,2,1,UEFA Euro,Munich,Germany,True,home_win,1
2024-07-09,Argentina,Canada,2,0,Copa América,East Rutherford,United States,True,home_win,2
2024-07-10,Netherlands,England,1,2,UEFA Euro,Dortmund,Germany,True,away_win,-1
2024-07-10,Uruguay,Colombia,0,1,Copa América,Charlotte,United States,True,away_win,-1
2024-07-13,Canada,Uruguay,2,2,Copa América,Charlotte,United States,True,draw,0
2024-07-14,Spain,England,2,1,UEFA Euro,Berlin,Germany,True,home_win,1
2024-07-14,Argentina,Colombia,1,0,Copa América,Miami Gardens,United States,True,home_win,1
2024-07-27,Jordan,North Korea,0,0,Friendly,Amman,Jordan,False,draw,0
2024-08-29,Jordan,North Korea,2,1,Friendly,Amman,Jordan,False,home_win,1
2024-09-01,Guatemala,Uruguay,1,1,Friendly,Fort Lauderdale,United States,True,draw,0
2024-09-05,Tunisia,Madagascar,1,0,African Cup of Nations qualification,Radès,Tunisia,False,home_win,1
2024-09-05,Algeria,Equatorial Guinea,2,0,African Cup of Nations qualification,Oran,Algeria,False,home_win,2
2024-09-05,Ghana,Angola,0,1,African Cup of Nations qualification,Kumasi,Ghana,False,away_win,-1
2024-09-05,Portugal,Croatia,2,1,UEFA Nations League,Lisbon,Portugal,False,home_win,1
2024-09-05,Scotland,Poland,2,3,UEFA Nations League,Glasgow,Scotland,False,away_win,-1
2024-09-05,Denmark,Switzerland,2,0,UEFA Nations League,Copenhagen,Denmark,False,home_win,2
2024-09-05,Serbia,Spain,0,0,UEFA Nations League,Belgrade,Serbia,False,draw,0
2024-09-05,Azerbaijan,Sweden,1,3,UEFA Nations League,Baku,Azerbaijan,False,away_win,-2
2024-09-05,Argentina,Chile,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,home_win,3
2024-09-05,Qatar,United Arab Emirates,1,3,FIFA World Cup qualification,Al Rayyan,Qatar,False,away_win,-2
2024-09-05,Uzbekistan,North Korea,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,home_win,1
2024-09-05,Iran,Kyrgyzstan,1,0,FIFA World Cup qualification,Fuladshahr,Iran,False,home_win,1
2024-09-05,Iraq,Oman,1,0,FIFA World Cup qualification,Basra,Iraq,False,home_win,1
2024-09-05,South Korea,Palestine,0,0,FIFA World Cup qualification,Seoul,South Korea,False,draw,0
2024-09-05,Jordan,Kuwait,1,1,FIFA World Cup qualification,Amman,Jordan,False,draw,0
2024-09-05,Japan,China,7,0,FIFA World Cup qualification,Saitama,Japan,False,home_win,7
2024-09-05,Australia,Bahrain,0,1,FIFA World Cup qualification,Robina,Australia,False,away_win,-1
2024-09-05,Saudi Arabia,Indonesia,1,1,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,draw,0
2024-09-06,Morocco,Gabon,4,1,African Cup of Nations qualification,Agadir,Morocco,False,home_win,3
2024-09-06,Egypt,Cape Verde,3,0,African Cup of Nations qualification,Cairo,Egypt,False,home_win,3
2024-09-06,Ivory Coast,Zambia,2,0,African Cup of Nations qualification,Bouaké,Ivory Coast,False,home_win,2
2024-09-06,DR Congo,Guinea,1,0,African Cup of Nations qualification,Kinshasa,DR Congo,False,home_win,1
2024-09-06,South Africa,Uganda,2,2,African Cup of Nations qualification,Johannesburg,South Africa,False,draw,0
2024-09-06,Senegal,Burkina Faso,1,1,African Cup of Nations qualification,Diamniadio,Senegal,False,draw,0
2024-09-06,Saint Lucia,Curaçao,2,1,CONCACAF Nations League,St. George's,Grenada,True,home_win,1
2024-09-06,Puerto Rico,Haiti,1,4,CONCACAF Nations League,Mayagüez,Puerto Rico,False,away_win,-3
2024-09-06,Belgium,Israel,3,1,UEFA Nations League,Debrecen,Hungary,True,home_win,2
2024-09-06,France,Italy,1,3,UEFA Nations League,Paris,France,False,away_win,-2
2024-09-06,Kazakhstan,Norway,0,0,UEFA Nations League,Almaty,Kazakhstan,False,draw,0
2024-09-06,Slovenia,Austria,1,1,UEFA Nations League,Ljubljana,Slovenia,False,draw,0
2024-09-06,Wales,Turkey,0,0,UEFA Nations League,Cardiff,Wales,False,draw,0
2024-09-06,Peru,Colombia,1,1,FIFA World Cup qualification,Lima,Peru,False,draw,0
2024-09-06,Uruguay,Paraguay,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,draw,0
2024-09-06,Brazil,Ecuador,1,0,FIFA World Cup qualification,Curitiba,Brazil,False,home_win,1
2024-09-07,Mexico,New Zealand,3,0,Friendly,Pasadena,United States,True,home_win,3
2024-09-07,United States,Canada,1,2,Friendly,Kansas City,United States,False,away_win,-1
2024-09-07,Germany,Hungary,5,0,UEFA Nations League,Düsseldorf,Germany,False,home_win,5
2024-09-07,Netherlands,Bosnia and Herzegovina,5,2,UEFA Nations League,Eindhoven,Netherlands,False,home_win,3
2024-09-07,Georgia,Czech Republic,4,1,UEFA Nations League,Tbilisi,Georgia,False,home_win,3
2024-09-07,Republic of Ireland,England,0,2,UEFA Nations League,Dublin,Republic of Ireland,False,away_win,-2
2024-09-08,Gambia,Tunisia,1,2,African Cup of Nations qualification,El Jadida,Morocco,True,away_win,-1
2024-09-08,Portugal,Scotland,2,1,UEFA Nations League,Lisbon,Portugal,False,home_win,1
2024-09-08,Croatia,Poland,1,0,UEFA Nations League,Osijek,Croatia,False,home_win,1
2024-09-08,Switzerland,Spain,1,4,UEFA Nations League,Geneva,Switzerland,False,away_win,-3
2024-09-08,Sweden,Estonia,3,0,UEFA Nations League,Stockholm,Sweden,False,home_win,3
2024-09-09,Morocco,Lesotho,1,0,African Cup of Nations qualification,Agadir,Morocco,False,home_win,1
2024-09-09,Niger,Ghana,1,1,African Cup of Nations qualification,Berkane,Morocco,True,draw,0
2024-09-09,Ethiopia,DR Congo,0,2,African Cup of Nations qualification,Dar es Salaam,Tanzania,True,away_win,-2
2024-09-09,Burundi,Senegal,0,1,African Cup of Nations qualification,Lilongwe,Malawi,True,away_win,-1
2024-09-09,Curaçao,Saint Martin,4,0,CONCACAF Nations League,St. George's,Grenada,True,home_win,4
2024-09-09,Haiti,Sint Maarten,6,0,CONCACAF Nations League,Mayagüez,Puerto Rico,True,home_win,6
2024-09-09,France,Belgium,2,0,UEFA Nations League,Décines-Charpieu,France,False,home_win,2
2024-09-09,Norway,Austria,2,1,UEFA Nations League,Oslo,Norway,False,home_win,1
2024-09-09,Turkey,Iceland,3,1,UEFA Nations League,İzmir,Turkey,False,home_win,2
2024-09-10,Mexico,Canada,0,0,Friendly,Arlington,United States,True,draw,0
2024-09-10,United States,New Zealand,1,1,Friendly,Cincinnati,United States,False,draw,0
2024-09-10,Botswana,Egypt,0,4,African Cup of Nations qualification,Francistown,Botswana,False,away_win,-4
2024-09-10,Cape Verde,Mauritania,2,0,African Cup of Nations qualification,Praia,Cape Verde,False,home_win,2
2024-09-10,Liberia,Algeria,0,3,African Cup of Nations qualification,Monrovia,Liberia,False,away_win,-3
2024-09-10,Chad,Ivory Coast,0,2,African Cup of Nations qualification,Yaoundé,Cameroon,True,away_win,-2
2024-09-10,South Sudan,South Africa,2,3,African Cup of Nations qualification,Juba,South Sudan,False,away_win,-1
2024-09-10,Hungary,Bosnia and Herzegovina,0,0,UEFA Nations League,Budapest,Hungary,False,draw,0
2024-09-10,Netherlands,Germany,2,2,UEFA Nations League,Amsterdam,Netherlands,False,draw,0
2024-09-10,Czech Republic,Ukraine,3,2,UEFA Nations League,Prague,Czech Republic,False,home_win,1
2024-09-10,England,Finland,2,0,UEFA Nations League,London,England,False,home_win,2
2024-09-10,Colombia,Argentina,2,1,FIFA World Cup qualification,Barranquilla,Colombia,False,home_win,1
2024-09-10,Ecuador,Peru,1,0,FIFA World Cup qualification,Quito,Ecuador,False,home_win,1
2024-09-10,Venezuela,Uruguay,0,0,FIFA World Cup qualification,Maturín,Venezuela,False,draw,0
2024-09-10,Paraguay,Brazil,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,home_win,1
2024-09-10,North Korea,Qatar,2,2,FIFA World Cup qualification,Vientiane,Laos,True,draw,0
2024-09-10,Kyrgyzstan,Uzbekistan,2,3,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,away_win,-1
2024-09-10,United Arab Emirates,Iran,0,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,away_win,-1
2024-09-10,Oman,South Korea,1,3,FIFA World Cup qualification,Muscat,Oman,False,away_win,-2
2024-09-10,Kuwait,Iraq,0,0,FIFA World Cup qualification,Kuwait City,Kuwait,False,draw,0
2024-09-10,Palestine,Jordan,1,3,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,away_win,-2
2024-09-10,Bahrain,Japan,0,5,FIFA World Cup qualification,Riffa,Bahrain,False,away_win,-5
2024-09-10,Indonesia,Australia,0,0,FIFA World Cup qualification,Jakarta,Indonesia,False,draw,0
2024-09-10,China,Saudi Arabia,1,2,FIFA World Cup qualification,Dalian,China,False,away_win,-1
2024-10-10,Cape Verde,Botswana,0,1,African Cup of Nations qualification,Praia,Cape Verde,False,away_win,-1
2024-10-10,Algeria,Togo,5,1,African Cup of Nations qualification,Annaba,Algeria,False,home_win,4
2024-10-10,Ghana,Sudan,0,0,African Cup of Nations qualification,Accra,Ghana,False,draw,0
2024-10-10,DR Congo,Tanzania,1,0,African Cup of Nations qualification,Kinshasa,DR Congo,False,home_win,1
2024-10-10,Israel,France,1,4,UEFA Nations League,Budapest,Hungary,True,away_win,-3
2024-10-10,Italy,Belgium,2,2,UEFA Nations League,Rome,Italy,False,draw,0
2024-10-10,England,Greece,1,2,UEFA Nations League,London,England,False,away_win,-1
2024-10-10,Austria,Kazakhstan,4,0,UEFA Nations League,Salzburg,Austria,False,home_win,4
2024-10-10,Norway,Slovenia,3,0,UEFA Nations League,Oslo,Norway,False,home_win,3
2024-10-10,Bolivia,Colombia,1,0,FIFA World Cup qualification,El Alto,Bolivia,False,home_win,1
2024-10-10,Ecuador,Paraguay,0,0,FIFA World Cup qualification,Quito,Ecuador,False,draw,0
2024-10-10,Venezuela,Argentina,1,1,FIFA World Cup qualification,Maturín,Venezuela,False,draw,0
2024-10-10,Chile,Brazil,1,2,FIFA World Cup qualification,Santiago,Chile,False,away_win,-1
2024-10-10,Qatar,Kyrgyzstan,3,1,FIFA World Cup qualification,Doha,Qatar,False,home_win,2
2024-10-10,Uzbekistan,Iran,0,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,draw,0
2024-10-10,Jordan,South Korea,0,2,FIFA World Cup qualification,Amman,Jordan,False,away_win,-2
2024-10-10,Iraq,Palestine,1,0,FIFA World Cup qualification,Basra,Iraq,False,home_win,1
2024-10-10,Australia,China,3,1,FIFA World Cup qualification,Adelaide,Australia,False,home_win,2
2024-10-10,Saudi Arabia,Japan,0,2,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,away_win,-2
2024-10-11,Tunisia,Comoros,0,1,African Cup of Nations qualification,Radès,Tunisia,False,away_win,-1
2024-10-11,Egypt,Mauritania,2,0,African Cup of Nations qualification,Cairo,Egypt,False,home_win,2
2024-10-11,Ivory Coast,Sierra Leone,4,1,African Cup of Nations qualification,San-Pédro,Ivory Coast,False,home_win,3
