round,match_no,home_team,away_team,predicted_90min_result,prob_home_win,prob_draw_90min,prob_away_win,pred_home_goals,pred_away_goals,pred_home_score,pred_away_score,winner
R32,1,Belgium,Cape Verde,home_win,0.4939570042380559,0.4707889845614068,0.035254011200537186,2.15106180579826,0.5543975526107882,2,1,Belgium
R32,2,Senegal,Iran,home_win,0.7204015020383833,0.15393972930689334,0.12565876865472353,1.8790626154604495,0.7923596126096127,2,1,Senegal
R32,3,England,Sweden,home_win,0.8020742575765576,0.17250644697809883,0.025419295445343607,2.2446198904581247,0.6444945677244434,2,1,England
R32,4,Brazil,Paraguay,home_win,0.7573183850170184,0.18862085765986553,0.0540607573231161,1.6524588157657043,1.0279311184000044,2,1,Brazil
R32,5,United States,Bosnia and Herzegovina,home_win,0.7803287255352243,0.19372493296457774,0.025946341500198027,1.6481034276324527,1.1774366891278654,2,1,United States
R32,6,Netherlands,Norway,home_win,0.8608580644920947,0.0474972121604166,0.09164472334748879,1.7422270965332098,1.514675316771291,3,2,Netherlands
R32,7,Argentina,Czech Republic,draw,0.3440572141656999,0.5953129965635152,0.06062978927078484,1.8624110473433226,0.9298297897636134,2,1,Argentina
R32,8,Portugal,Ivory Coast,home_win,0.5161745326880723,0.20049559986103274,0.2833298674508949,1.7045780361852343,1.6093990330847912,3,2,Portugal
R32,9,Germany,Mexico,home_win,0.7155766772963458,0.15383392475310295,0.13058939795055124,1.8912431930527906,0.9386597339851983,2,1,Germany
R32,10,Spain,Uruguay,draw,0.4778148213463743,0.49203684224187,0.03014833641175564,2.1120058593367426,0.8660327643918978,2,1,Spain
R32,11,South Korea,Ecuador,away_win,0.19743240770009693,0.2698998476596254,0.5326677446402778,0.9098304168598281,1.1138424141762377,1,2,Ecuador
R32,12,Switzerland,Canada,home_win,0.46178206477186484,0.1296382163315093,0.4085797188966258,1.7651052171942263,1.4224210090018912,2,1,Switzerland
R32,13,France,Egypt,home_win,0.8363156469605287,0.10539858525284393,0.05828576778662719,2.1982432078155782,0.7430519955191008,2,1,France
R32,14,Austria,Croatia,draw,0.2818155593008345,0.4628055846111429,0.25537885608802274,1.3768092506049165,1.3742222257589902,2,1,Austria
R32,15,Japan,Colombia,away_win,0.1434543519098077,0.2872493099885069,0.5692963381016855,0.9426853127809008,1.3647836922852403,1,2,Colombia
R32,16,Morocco,Turkey,draw,0.42008924379863377,0.4599601925954729,0.11995056360589318,1.7521330072576191,1.2224674474419062,2,1,Morocco
R16,1,Belgium,Senegal,draw,0.3413943329605264,0.4522367879132861,0.20636887912618757,1.8693912924450842,1.5781469351655109,3,2,Belgium
R16,2,England,Brazil,home_win,0.5930221683455339,0.1533563272950995,0.25362150435936653,1.5686848266112963,1.7865185404121156,3,2,England
R16,3,United States,Netherlands,away_win,0.16699091443279332,0.034599904904140125,0.7984091806630667,1.0261042661901798,1.954016864127157,1,2,Netherlands
R16,4,Argentina,Portugal,away_win,0.156858738320875,0.07482334353819055,0.7683179181409345,1.5913745333327374,2.122830178808118,2,3,Portugal
R16,5,Germany,Spain,away_win,0.2815255160135137,0.17352592552462878,0.5449485584618574,1.4505467394948826,2.240880586991267,1,2,Spain
R16,6,Ecuador,Switzerland,home_win,0.7847955657362755,0.13031055525388097,0.08489387900984348,1.8935130301047831,0.5091032374488255,2,1,Ecuador
R16,7,France,Austria,draw,0.23683464108134533,0.3898233819454336,0.373341976973221,1.7266375674692236,1.2658441774656943,2,1,France
R16,8,Colombia,Morocco,home_win,0.4792808587328364,0.1233584597404485,0.39736068152671516,1.4625929601444307,1.7496869201489944,1,2,Morocco
QF,1,Belgium,England,away_win,0.05687399579465713,0.40149017395644093,0.5416358302489018,1.0964953061644245,2.2035699338787564,1,2,England
QF,2,Netherlands,Portugal,away_win,0.41197831484153286,0.05282969685366516,0.5351919883048019,1.2389504935209266,1.7360409763954638,1,2,Portugal
QF,3,Spain,Ecuador,draw,0.23533342420778036,0.571297789873899,0.19336878591832074,1.7435943262820186,1.2300163922048597,2,1,Spain
QF,4,France,Morocco,draw,0.09671437974724176,0.46058280986371014,0.4427028103890482,1.8219995690583926,1.9753389358176503,2,3,Morocco
SF,1,England,Portugal,home_win,0.8379890737804001,0.04292020304663751,0.1190907231729624,1.6476358354121505,1.7526339775492246,3,2,England
SF,2,Spain,Morocco,home_win,0.46417584127137945,0.3442990608102381,0.19152509791838251,1.9487971172131395,1.7310230430474247,3,2,Spain
Final,1,England,Spain,away_win,0.46856635996277113,0.04334399866586272,0.4880896413713662,1.3938754186989475,2.071239407092734,1,2,Spain
