date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,result,goal_diff_home,fotmob_match_id,fotmob_date_query,fotmob_league_id,fotmob_league,fotmob_home_team,fotmob_home_long,fotmob_home_score,fotmob_away_team,fotmob_away_long,fotmob_away_score,fotmob_status,fotmob_utc_time,match_score,match_reversed,fotmob_match_status
2024-01-20,Tunisia,Mali,1,1,African Cup of Nations,Korhogo,Ivory Coast,True,draw,0,4346232.0,20240121,888009.0,Africa Cup of Nations Grp. E,Tunisia,Tunisia,1.0,Mali,Mali,1.0,FT,2024-01-20T20:00:00.000Z,1.08,False,matched
2024-01-20,United States,Slovenia,0,1,Friendly,San Antonio,United States,False,away_win,-1,4378522.0,20240121,888512.0,Friendlies,USA,USA,0.0,Slovenia,Slovenia,1.0,FT,2024-01-20T20:05:00.000Z,1.08,False,matched
2024-01-21,Kyrgyzstan,Saudi Arabia,0,2,AFC Asian Cup,Al Rayyan,Qatar,True,away_win,-2,4169745.0,20240122,885368.0,Asian Cup Grp. F,Kyrgyzstan,Kyrgyzstan,0.0,Saudi Arabia,Saudi Arabia,2.0,FT,2024-01-21T17:30:00.000Z,1.08,False,matched
2024-01-21,South Africa,Namibia,4,0,African Cup of Nations,Korhogo,Ivory Coast,True,home_win,4,4346236.0,20240122,888009.0,Africa Cup of Nations Grp. E,South Africa,South Africa,4.0,Namibia,Namibia,0.0,FT,2024-01-21T20:00:00.000Z,1.08,False,matched
2024-01-21,Morocco,DR Congo,1,1,African Cup of Nations,San-Pédro,Ivory Coast,True,draw,0,4346235.0,20240121,888010.0,Africa Cup of Nations Grp. F,Morocco,Morocco,1.0,DR Congo,DR Congo,1.0,FT,2024-01-21T14:00:00.000Z,1.08,False,matched
2024-01-22,Qatar,China,1,0,AFC Asian Cup,Al Rayyan,Qatar,False,home_win,1,4169716.0,20240123,885363.0,Asian Cup Grp. A,Qatar,Qatar,1.0,China,China,0.0,FT,2024-01-22T15:00:00.000Z,1.08,False,matched
2024-01-22,Ivory Coast,Equatorial Guinea,0,4,African Cup of Nations,Ebimpé,Ivory Coast,False,away_win,-4,4346212.0,20240123,888005.0,Africa Cup of Nations Grp. A,Equatorial Guinea,Equatorial Guinea,4.0,Ivory Coast,Ivory Coast,0.0,FT,2024-01-22T17:00:00.000Z,1.08,True,matched
2024-01-22,Cape Verde,Egypt,2,2,African Cup of Nations,Abidjan,Ivory Coast,True,draw,0,4346214.0,20240123,888006.0,Africa Cup of Nations Grp. B,Cape Verde,Cape Verde,2.0,Egypt,Egypt,2.0,FT,2024-01-22T20:00:00.000Z,1.08,False,matched
2024-01-22,Mozambique,Ghana,2,2,African Cup of Nations,Ebimpé,Ivory Coast,True,draw,0,4346215.0,20240123,888006.0,Africa Cup of Nations Grp. B,Mozambique,Mozambique,2.0,Ghana,Ghana,2.0,FT,2024-01-22T20:00:00.000Z,1.08,False,matched
2024-01-23,Australia,Uzbekistan,1,1,AFC Asian Cup,Al Wakrah,Qatar,True,draw,0,4169722.0,20240123,885364.0,Asian Cup Grp. B,Australia,Australia,1.0,Uzbekistan,Uzbekistan,1.0,FT,2024-01-23T11:30:00.000Z,1.08,False,matched
2024-01-23,Iran,United Arab Emirates,2,1,AFC Asian Cup,Al Rayyan,Qatar,True,home_win,1,,,,,,,,,,,,,,,not_matched
2024-01-23,Guinea,Senegal,0,2,African Cup of Nations,Yamoussoukro,Ivory Coast,True,away_win,-2,4346216.0,20240124,888007.0,Africa Cup of Nations Grp. C,Guinea,Guinea,0.0,Senegal,Senegal,2.0,FT,2024-01-23T17:00:00.000Z,1.08,False,matched
2024-01-23,Mauritania,Algeria,1,0,African Cup of Nations,Bouaké,Ivory Coast,True,home_win,1,4346218.0,20240124,888008.0,Africa Cup of Nations Grp. D,Mauritania,Mauritania,1.0,Algeria,Algeria,0.0,FT,2024-01-23T20:00:00.000Z,1.08,False,matched
2024-01-24,Iraq,Vietnam,3,2,AFC Asian Cup,Doha,Qatar,True,home_win,1,4169735.0,20240124,885366.0,Asian Cup Grp. D,Iraq,Iraq,3.0,Vietnam,Vietnam,2.0,FT,2024-01-24T11:30:00.000Z,1.08,False,matched
2024-01-24,Japan,Indonesia,3,1,AFC Asian Cup,Doha,Qatar,True,home_win,2,4169734.0,20240124,885366.0,Asian Cup Grp. D,Japan,Japan,3.0,Indonesia,Indonesia,1.0,FT,2024-01-24T11:30:00.000Z,1.08,False,matched
2024-01-24,South Africa,Tunisia,0,0,African Cup of Nations,Korhogo,Ivory Coast,True,draw,0,4346238.0,20240125,888009.0,Africa Cup of Nations Grp. E,South Africa,South Africa,0.0,Tunisia,Tunisia,0.0,FT,2024-01-24T17:00:00.000Z,1.08,False,matched
2024-01-24,Tanzania,DR Congo,0,0,African Cup of Nations,Korhogo,Ivory Coast,True,draw,0,4346233.0,20240125,888010.0,Africa Cup of Nations Grp. F,Tanzania,Tanzania,0.0,DR Congo,DR Congo,0.0,FT,2024-01-24T20:00:00.000Z,1.08,False,matched
2024-01-24,Zambia,Morocco,0,1,African Cup of Nations,San-Pédro,Ivory Coast,True,away_win,-1,4346234.0,20240125,888010.0,Africa Cup of Nations Grp. F,Zambia,Zambia,0.0,Morocco,Morocco,1.0,FT,2024-01-24T20:00:00.000Z,1.08,False,matched
2024-01-25,Jordan,Bahrain,0,1,AFC Asian Cup,Al Rayyan,Qatar,True,away_win,-1,4169741.0,20240125,885367.0,Asian Cup Grp. E,Jordan,Jordan,0.0,Bahrain,Bahrain,1.0,FT,2024-01-25T11:30:00.000Z,1.08,False,matched
2024-01-25,South Korea,Malaysia,3,3,AFC Asian Cup,Al Wakrah,Qatar,True,draw,0,4169740.0,20240125,885367.0,Asian Cup Grp. E,South Korea,South Korea,3.0,Malaysia,Malaysia,3.0,FT,2024-01-25T11:30:00.000Z,1.08,False,matched
2024-01-25,Saudi Arabia,Thailand,0,0,AFC Asian Cup,Al Rayyan,Qatar,True,draw,0,4169747.0,20240126,885368.0,Asian Cup Grp. F,Saudi Arabia,Saudi Arabia,0.0,Thailand,Thailand,0.0,FT,2024-01-25T15:00:00.000Z,1.08,False,matched
2024-01-28,Australia,Indonesia,4,0,AFC Asian Cup,Doha,Qatar,True,home_win,4,4394636.0,20240128,890103.0,Asian Cup Final Stage,Australia,Australia,4.0,Indonesia,Indonesia,0.0,FT,2024-01-28T11:30:00.000Z,1.08,False,matched
2024-01-28,Egypt,DR Congo,1,1,African Cup of Nations,San-Pédro,Ivory Coast,True,draw,0,4353231.0,20240129,888230.0,Africa Cup of Nations Final Stage,Egypt,Egypt,1.0,DR Congo,DR Congo,1.0,Pen,2024-01-28T20:00:00.000Z,1.08,False,matched
2024-01-29,Iraq,Jordan,2,3,AFC Asian Cup,Al Rayyan,Qatar,True,away_win,-1,4394632.0,20240129,890103.0,Asian Cup Final Stage,Iraq,Iraq,2.0,Jordan,Jordan,3.0,FT,2024-01-29T11:30:00.000Z,1.08,False,matched
2024-01-29,Qatar,Palestine,2,1,AFC Asian Cup,Al Khor,Qatar,False,home_win,1,4394634.0,20240130,890103.0,Asian Cup Final Stage,Qatar,Qatar,2.0,Palestine,Palestine,1.0,FT,2024-01-29T16:00:00.000Z,1.08,False,matched
2024-01-29,Cape Verde,Mauritania,1,0,African Cup of Nations,Abidjan,Ivory Coast,True,home_win,1,4353232.0,20240130,888230.0,Africa Cup of Nations Final Stage,Cape Verde,Cape Verde,1.0,Mauritania,Mauritania,0.0,FT,2024-01-29T17:00:00.000Z,1.08,False,matched
2024-01-29,Ivory Coast,Senegal,1,1,African Cup of Nations,Yamoussoukro,Ivory Coast,False,draw,0,4353233.0,20240130,888230.0,Africa Cup of Nations Final Stage,Senegal,Senegal,1.0,Ivory Coast,Ivory Coast,1.0,Pen,2024-01-29T20:00:00.000Z,1.08,True,matched
2024-01-30,Saudi Arabia,South Korea,1,1,AFC Asian Cup,Al Rayyan,Qatar,True,draw,0,4394639.0,20240131,890103.0,Asian Cup Final Stage,Saudi Arabia,Saudi Arabia,1.0,South Korea,South Korea,1.0,Pen,2024-01-30T16:00:00.000Z,1.08,False,matched
2024-01-30,Uzbekistan,Thailand,2,1,AFC Asian Cup,Al Wakrah,Qatar,True,home_win,1,4394635.0,20240130,890103.0,Asian Cup Final Stage,Uzbekistan,Uzbekistan,2.0,Thailand,Thailand,1.0,FT,2024-01-30T11:30:00.000Z,1.08,False,matched
2024-01-30,Morocco,South Africa,0,2,African Cup of Nations,San-Pédro,Ivory Coast,True,away_win,-2,4353235.0,20240131,888230.0,Africa Cup of Nations Final Stage,Morocco,Morocco,0.0,South Africa,South Africa,2.0,FT,2024-01-30T20:00:00.000Z,1.08,False,matched
2024-01-31,Bahrain,Japan,1,3,AFC Asian Cup,Doha,Qatar,True,away_win,-2,4394638.0,20240131,890103.0,Asian Cup Final Stage,Bahrain,Bahrain,1.0,Japan,Japan,3.0,FT,2024-01-31T11:30:00.000Z,1.08,False,matched
2024-01-31,Iran,Syria,1,1,AFC Asian Cup,Doha,Qatar,True,draw,0,4394637.0,20240201,890103.0,Asian Cup Final Stage,Iran,Iran,1.0,Syria,Syria,1.0,Pen,2024-01-31T16:00:00.000Z,1.08,False,matched
2024-02-02,Australia,South Korea,1,2,AFC Asian Cup,Al Wakrah,Qatar,True,away_win,-1,4394641.0,20240203,890103.0,Asian Cup Final Stage,Australia,Australia,1.0,South Korea,South Korea,2.0,AET,2024-02-02T15:30:00.000Z,1.08,False,matched
2024-02-02,Tajikistan,Jordan,0,1,AFC Asian Cup,Al Rayyan,Qatar,True,away_win,-1,4394640.0,20240202,890103.0,Asian Cup Final Stage,Tajikistan,Tajikistan,0.0,Jordan,Jordan,1.0,FT,2024-02-02T11:30:00.000Z,1.08,False,matched
2024-02-02,DR Congo,Guinea,3,1,African Cup of Nations,Ebimpé,Ivory Coast,True,home_win,2,4353242.0,20240203,888230.0,Africa Cup of Nations Final Stage,DR Congo,DR Congo,3.0,Guinea,Guinea,1.0,FT,2024-02-02T20:00:00.000Z,1.08,False,matched
2024-02-03,Iran,Japan,2,1,AFC Asian Cup,Al Rayyan,Qatar,True,home_win,1,4394642.0,20240203,890103.0,Asian Cup Final Stage,Iran,Iran,2.0,Japan,Japan,1.0,FT,2024-02-03T11:30:00.000Z,1.08,False,matched
2024-02-03,Qatar,Uzbekistan,1,1,AFC Asian Cup,Al Khor,Qatar,False,draw,0,4394643.0,20240204,890103.0,Asian Cup Final Stage,Qatar,Qatar,1.0,Uzbekistan,Uzbekistan,1.0,Pen,2024-02-03T15:30:00.000Z,1.08,False,matched
2024-02-03,Cape Verde,South Africa,0,0,African Cup of Nations,Yamoussoukro,Ivory Coast,True,draw,0,4353244.0,20240204,888230.0,Africa Cup of Nations Final Stage,Cape Verde,Cape Verde,0.0,South Africa,South Africa,0.0,Pen,2024-02-03T20:00:00.000Z,1.08,False,matched
2024-02-03,Ivory Coast,Mali,2,1,African Cup of Nations,Bouaké,Ivory Coast,False,home_win,1,4353243.0,20240204,888230.0,Africa Cup of Nations Final Stage,Mali,Mali,1.0,Ivory Coast,Ivory Coast,2.0,AET,2024-02-03T17:00:00.000Z,1.08,True,matched
2024-02-06,Jordan,South Korea,2,0,AFC Asian Cup,Al Rayyan,Qatar,True,home_win,2,4394644.0,20240207,890103.0,Asian Cup Final Stage,Jordan,Jordan,2.0,South Korea,South Korea,0.0,FT,2024-02-06T15:00:00.000Z,1.08,False,matched
2024-02-07,Qatar,Iran,3,2,AFC Asian Cup,Doha,Qatar,False,home_win,1,4394645.0,20240208,890103.0,Asian Cup Final Stage,Iran,Iran,2.0,Qatar,Qatar,3.0,FT,2024-02-07T15:00:00.000Z,1.08,True,matched
2024-02-07,Ivory Coast,DR Congo,1,0,African Cup of Nations,Ebimpé,Ivory Coast,False,home_win,1,4353246.0,20240208,888230.0,Africa Cup of Nations Final Stage,Ivory Coast,Ivory Coast,1.0,DR Congo,DR Congo,0.0,FT,2024-02-07T20:00:00.000Z,1.08,False,matched
2024-02-07,Nigeria,South Africa,1,1,African Cup of Nations,Bouaké,Ivory Coast,True,draw,0,4353245.0,20240208,888230.0,Africa Cup of Nations Final Stage,Nigeria,Nigeria,1.0,South Africa,South Africa,1.0,Pen,2024-02-07T17:00:00.000Z,1.08,False,matched
2024-02-10,Qatar,Jordan,3,1,AFC Asian Cup,Lusail,Qatar,False,home_win,2,4394647.0,20240211,890103.0,Asian Cup Final Stage,Jordan,Jordan,1.0,Qatar,Qatar,3.0,FT,2024-02-10T15:00:00.000Z,1.08,True,matched
2024-02-10,South Africa,DR Congo,0,0,African Cup of Nations,Abidjan,Ivory Coast,True,draw,0,4353247.0,20240211,888230.0,Africa Cup of Nations Final Stage,South Africa,South Africa,0.0,DR Congo,DR Congo,0.0,Pen,2024-02-10T20:00:00.000Z,1.08,False,matched
2024-02-11,Ivory Coast,Nigeria,2,1,African Cup of Nations,Ebimpé,Ivory Coast,False,home_win,1,4353248.0,20240212,888230.0,Africa Cup of Nations Final Stage,Nigeria,Nigeria,1.0,Ivory Coast,Ivory Coast,2.0,FT,2024-02-11T20:00:00.000Z,1.08,True,matched
2024-03-21,South Africa,Andorra,1,1,FIFA Series,Annaba,Algeria,True,draw,0,4418550.0,20240322,888512.0,Friendlies,South Africa,South Africa,1.0,Andorra,Andorra,1.0,FT,2024-03-21T21:00:00.000Z,1.08,False,matched
2024-03-21,Cape Verde,Guyana,1,0,FIFA Series,Jeddah,Saudi Arabia,True,home_win,1,4448778.0,20240322,888512.0,Friendlies,Cape Verde,Cape Verde,1.0,Guyana,Guyana,0.0,FT,2024-03-21T19:00:00.000Z,1.08,False,matched
2024-03-21,Panama,Mexico,0,3,CONCACAF Nations League,Arlington,United States,True,away_win,-3,4367596.0,20240322,888101.0,CONCACAF Nations League A Championship Playoff,Panama,Panama,0.0,Mexico,Mexico,3.0,FT,2024-03-22T02:15:00.000Z,1.08,False,matched
2024-03-21,United States,Jamaica,3,1,CONCACAF Nations League,Arlington,United States,False,home_win,2,4367595.0,20240322,888101.0,CONCACAF Nations League A Championship Playoff,USA,USA,3.0,Jamaica,Jamaica,1.0,AET,2024-03-21T23:00:00.000Z,1.08,False,matched
2024-03-21,Bosnia and Herzegovina,Ukraine,1,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,away_win,-1,4369676.0,20240322,889060.0,UEFA Nations League B EURO Playoff,Bosnia and Herzegovina,Bosnia and Herzegovina,1.0,Ukraine,Ukraine,2.0,FT,2024-03-21T19:45:00.000Z,1.08,False,matched
2024-03-21,Qatar,Kuwait,3,0,FIFA World Cup qualification,Doha,Qatar,False,home_win,3,4278053.0,20240322,886881.0,World Cup Qualification AFC 2nd Round Grp. A,Qatar,Qatar,3.0,Kuwait,Kuwait,0.0,FT,2024-03-21T18:30:00.000Z,1.08,False,matched
2024-03-21,Japan,North Korea,1,0,FIFA World Cup qualification,Tokyo,Japan,False,home_win,1,4278047.0,20240321,886882.0,World Cup Qualification AFC 2nd Round Grp. B,Japan,Japan,1.0,North Korea,North Korea,0.0,FT,2024-03-21T10:23:00.000Z,1.08,False,matched
2024-03-21,South Korea,Thailand,1,1,FIFA World Cup qualification,Seoul,South Korea,False,draw,0,4278061.0,20240321,886883.0,World Cup Qualification AFC 2nd Round Grp. C,South Korea,South Korea,1.0,Thailand,Thailand,1.0,FT,2024-03-21T11:00:00.000Z,1.08,False,matched
2024-03-21,Iran,Turkmenistan,5,0,FIFA World Cup qualification,Tehran,Iran,False,home_win,5,4278029.0,20240322,886885.0,World Cup Qualification AFC 2nd Round Grp. E,Iran,Iran,5.0,Turkmenistan,Turkmenistan,0.0,FT,2024-03-21T16:00:00.000Z,1.08,False,matched
2024-03-21,Hong Kong,Uzbekistan,0,2,FIFA World Cup qualification,Hong Kong,Hong Kong,False,away_win,-2,4348736.0,20240321,886885.0,World Cup Qualification AFC 2nd Round Grp. E,Hong Kong,Hong Kong,0.0,Uzbekistan,Uzbekistan,2.0,FT,2024-03-21T12:00:00.000Z,1.08,False,matched
2024-03-21,Iraq,Philippines,1,0,FIFA World Cup qualification,Basra,Iraq,False,home_win,1,4278043.0,20240322,886886.0,World Cup Qualification AFC 2nd Round Grp. F,Iraq,Iraq,1.0,Philippines,Philippines,0.0,FT,2024-03-21T19:00:00.000Z,1.08,False,matched
2024-03-21,Pakistan,Jordan,0,3,FIFA World Cup qualification,Islamabad,Pakistan,False,away_win,-3,4348751.0,20240321,886887.0,World Cup Qualification AFC 2nd Round Grp. G,Pakistan,Pakistan,0.0,Jordan,Jordan,3.0,FT,2024-03-21T09:00:00.000Z,1.08,False,matched
2024-03-21,Saudi Arabia,Tajikistan,1,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,home_win,1,4278037.0,20240322,886887.0,World Cup Qualification AFC 2nd Round Grp. G,Saudi Arabia,Saudi Arabia,1.0,Tajikistan,Tajikistan,0.0,FT,2024-03-21T19:00:00.000Z,1.08,False,matched
2024-03-21,Australia,Lebanon,2,0,FIFA World Cup qualification,Sydney,Australia,False,home_win,2,4278068.0,20240321,886889.0,World Cup Qualification AFC 2nd Round Grp. I,Australia,Australia,2.0,Lebanon,Lebanon,0.0,FT,2024-03-21T09:10:00.000Z,1.08,False,matched
2024-03-21,Ecuador,Guatemala,2,0,Friendly,Harrison,United States,True,home_win,2,4422121.0,20240322,888512.0,Friendlies,Guatemala,Guatemala,0.0,Ecuador,Ecuador,2.0,FT,2024-03-22T00:30:00.000Z,1.08,True,matched
2024-03-21,Portugal,Sweden,5,2,Friendly,Guimarães,Portugal,False,home_win,3,4378529.0,20240322,888512.0,Friendlies,Portugal,Portugal,5.0,Sweden,Sweden,2.0,FT,2024-03-21T19:45:00.000Z,1.08,False,matched
2024-03-22,Algeria,Bolivia,3,2,FIFA Series,Algiers,Algeria,False,home_win,1,4418551.0,20240323,888512.0,Friendlies,Algeria,Algeria,3.0,Bolivia,Bolivia,2.0,FT,2024-03-22T21:00:00.000Z,1.08,False,matched
2024-03-22,Egypt,New Zealand,1,0,FIFA Series,Cairo,Egypt,False,home_win,1,4439948.0,20240323,888512.0,Friendlies,Egypt,Egypt,1.0,New Zealand,New Zealand,0.0,FT,2024-03-22T20:05:00.000Z,1.08,False,matched
2024-03-22,Argentina,El Salvador,3,0,Friendly,Philadelphia,United States,True,home_win,3,4433667.0,20240323,888512.0,Friendlies,El Salvador,El Salvador,0.0,Argentina,Argentina,3.0,FT,2024-03-23T00:00:00.000Z,1.08,True,matched
2024-03-22,Hungary,Turkey,1,0,Friendly,Budapest,Hungary,False,home_win,1,4421455.0,20240323,888512.0,Friendlies,Hungary,Hungary,1.0,Turkiye,Turkiye,0.0,FT,2024-03-22T19:45:00.000Z,1.08,False,matched
2024-03-22,Morocco,Angola,1,0,Friendly,Agadir,Morocco,False,home_win,1,4433663.0,20240323,888512.0,Friendlies,Morocco,Morocco,1.0,Angola,Angola,0.0,FT,2024-03-22T22:00:00.000Z,1.08,False,matched
2024-03-22,Netherlands,Scotland,4,0,Friendly,Amsterdam,Netherlands,False,home_win,4,4395893.0,20240323,888512.0,Friendlies,Netherlands,Netherlands,4.0,Scotland,Scotland,0.0,FT,2024-03-22T19:45:00.000Z,1.08,False,matched
2024-03-22,Nigeria,Ghana,2,1,Friendly,Marrakesh,Morocco,True,home_win,1,4448780.0,20240323,888512.0,Friendlies,Nigeria,Nigeria,2.0,Ghana,Ghana,1.0,FT,2024-03-22T16:00:00.000Z,1.08,False,matched
2024-03-22,Norway,Czech Republic,1,2,Friendly,Oslo,Norway,False,away_win,-1,4400889.0,20240323,888512.0,Friendlies,Norway,Norway,1.0,Czechia,Czechia,2.0,FT,2024-03-22T17:00:00.000Z,1.08,False,matched
2024-03-22,Senegal,Gabon,3,0,Friendly,Amiens,France,True,home_win,3,4441156.0,20240323,888512.0,Friendlies,Senegal,Senegal,3.0,Gabon,Gabon,0.0,FT,2024-03-22T19:35:00.000Z,1.08,False,matched
2024-03-22,Spain,Colombia,0,1,Friendly,London,England,True,away_win,-1,4414345.0,20240323,888512.0,Friendlies,Spain,Spain,0.0,Colombia,Colombia,1.0,FT,2024-03-22T20:30:00.000Z,1.08,False,matched
2024-03-23,Tunisia,Croatia,0,0,FIFA Series,Cairo,Egypt,True,draw,0,4439947.0,20240324,888512.0,Friendlies,Tunisia,Tunisia,0.0,Croatia,Croatia,0.0,Pen,2024-03-23T20:00:00.000Z,1.08,False,matched
2024-03-23,Canada,Trinidad and Tobago,2,0,Copa América qualification,Frisco,United States,True,home_win,2,4378321.0,20240324,889540.0,CONCACAF Nations League Promotion Playoff,Canada,Canada,2.0,Trinidad and Tobago,Trinidad and Tobago,0.0,FT,2024-03-23T20:00:00.000Z,1.08,False,matched
2024-03-23,Denmark,Switzerland,0,0,Friendly,Copenhagen,Denmark,False,draw,0,4395897.0,20240324,888512.0,Friendlies,Denmark,Denmark,0.0,Switzerland,Switzerland,0.0,FT,2024-03-23T19:00:00.000Z,1.08,False,matched
2024-03-23,England,Brazil,0,1,Friendly,London,England,False,away_win,-1,4359098.0,20240324,888512.0,Friendlies,England,England,0.0,Brazil,Brazil,1.0,FT,2024-03-23T19:00:00.000Z,1.08,False,matched
2024-03-23,France,Germany,0,2,Friendly,Lyon,France,False,away_win,-2,4378520.0,20240324,888512.0,Friendlies,France,France,0.0,Germany,Germany,2.0,FT,2024-03-23T20:00:00.000Z,1.08,False,matched
2024-03-23,Ivory Coast,Benin,2,2,Friendly,Amiens,France,True,draw,0,4437976.0,20240324,888512.0,Friendlies,Ivory Coast,Ivory Coast,2.0,Benin,Benin,2.0,FT,2024-03-23T16:05:00.000Z,1.08,False,matched
2024-03-23,Republic of Ireland,Belgium,0,0,Friendly,Dublin,Republic of Ireland,False,draw,0,4387557.0,20240324,888512.0,Friendlies,Ireland,Ireland,0.0,Belgium,Belgium,0.0,FT,2024-03-23T17:00:00.000Z,1.04,False,matched
2024-03-23,Slovakia,Austria,0,2,Friendly,Bratislava,Slovakia,False,away_win,-2,4395896.0,20240324,888512.0,Friendlies,Slovakia,Slovakia,0.0,Austria,Austria,2.0,FT,2024-03-23T17:00:00.000Z,1.08,False,matched
2024-03-24,Jamaica,Panama,1,0,CONCACAF Nations League,Arlington,United States,True,home_win,1,4451840.0,20240325,888101.0,CONCACAF Nations League A Championship Playoff,Jamaica,Jamaica,1.0,Panama,Panama,0.0,FT,2024-03-24T22:00:00.000Z,1.08,False,matched
2024-03-24,United States,Mexico,2,0,CONCACAF Nations League,Arlington,United States,False,home_win,2,4451841.0,20240325,888101.0,CONCACAF Nations League A Championship Playoff,USA,USA,2.0,Mexico,Mexico,0.0,FT,2024-03-25T01:15:00.000Z,1.08,False,matched
2024-03-24,Ecuador,Italy,0,2,Friendly,Harrison,United States,True,away_win,-2,4418574.0,20240325,888512.0,Friendlies,Italy,Italy,2.0,Ecuador,Ecuador,0.0,FT,2024-03-24T20:00:00.000Z,1.08,True,matched
2024-03-25,Cape Verde,Equatorial Guinea,1,0,FIFA Series,Jeddah,Saudi Arabia,True,home_win,1,4451678.0,20240326,888512.0,Friendlies,Cape Verde,Cape Verde,1.0,Equatorial Guinea,Equatorial Guinea,0.0,FT,2024-03-25T19:00:00.000Z,1.08,False,matched
2024-03-25,Sweden,Albania,1,0,Friendly,Stockholm,Sweden,False,home_win,1,4415184.0,20240326,888512.0,Friendlies,Sweden,Sweden,1.0,Albania,Albania,0.0,FT,2024-03-25T18:00:00.000Z,1.08,False,matched
2024-03-26,Algeria,South Africa,3,3,FIFA Series,Algiers,Algeria,False,draw,0,4418553.0,20240327,888512.0,Friendlies,Algeria,Algeria,3.0,South Africa,South Africa,3.0,FT,2024-03-26T21:00:00.000Z,1.08,False,matched
2024-03-26,Egypt,Croatia,2,4,FIFA Series,Cairo,Egypt,False,away_win,-2,4452730.0,20240327,888512.0,Friendlies,Egypt,Egypt,2.0,Croatia,Croatia,4.0,FT,2024-03-26T20:00:00.000Z,1.08,False,matched
2024-03-26,New Zealand,Tunisia,0,0,FIFA Series,Cairo,Egypt,True,draw,0,4452731.0,20240327,888512.0,Friendlies,New Zealand,New Zealand,0.0,Tunisia,Tunisia,0.0,FT,2024-03-26T20:00:00.000Z,1.08,False,matched
2024-03-26,Kuwait,Qatar,1,2,FIFA World Cup qualification,Al Farwaniyah,Kuwait,False,away_win,-1,4278052.0,20240327,886881.0,World Cup Qualification AFC 2nd Round Grp. A,Kuwait,Kuwait,1.0,Qatar,Qatar,2.0,FT,2024-03-26T19:00:00.000Z,1.08,False,matched
2024-03-26,Thailand,South Korea,0,3,FIFA World Cup qualification,Bangkok,Thailand,False,away_win,-3,4278060.0,20240326,886883.0,World Cup Qualification AFC 2nd Round Grp. C,Thailand,Thailand,0.0,South Korea,South Korea,3.0,FT,2024-03-26T12:30:00.000Z,1.08,False,matched
2024-03-26,Uzbekistan,Hong Kong,3,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,home_win,3,4348737.0,20240326,886885.0,World Cup Qualification AFC 2nd Round Grp. E,Uzbekistan,Uzbekistan,3.0,Hong Kong,Hong Kong,0.0,FT,2024-03-26T14:30:00.000Z,1.08,False,matched
2024-03-26,Turkmenistan,Iran,0,1,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,away_win,-1,4278028.0,20240327,886885.0,World Cup Qualification AFC 2nd Round Grp. E,Turkmenistan,Turkmenistan,0.0,Iran,Iran,1.0,FT,2024-03-26T15:00:00.000Z,1.08,False,matched
2024-03-26,Philippines,Iraq,0,5,FIFA World Cup qualification,Manila,Philippines,False,away_win,-5,4278042.0,20240326,886886.0,World Cup Qualification AFC 2nd Round Grp. F,Philippines,Philippines,0.0,Iraq,Iraq,5.0,FT,2024-03-26T11:00:00.000Z,1.08,False,matched
2024-03-26,Tajikistan,Saudi Arabia,1,1,FIFA World Cup qualification,Dushanbe,Tajikistan,False,draw,0,4278065.0,20240327,886887.0,World Cup Qualification AFC 2nd Round Grp. G,Tajikistan,Tajikistan,1.0,Saudi Arabia,Saudi Arabia,1.0,FT,2024-03-26T15:00:00.000Z,1.08,False,matched
2024-03-26,Jordan,Pakistan,7,0,FIFA World Cup qualification,Amman,Jordan,False,home_win,7,4348743.0,20240327,886887.0,World Cup Qualification AFC 2nd Round Grp. G,Jordan,Jordan,7.0,Pakistan,Pakistan,0.0,FT,2024-03-26T19:00:00.000Z,1.08,False,matched
2024-03-26,Australia,Lebanon,5,0,FIFA World Cup qualification,Canberra,Australia,False,home_win,5,4278067.0,20240326,886889.0,World Cup Qualification AFC 2nd Round Grp. I,Lebanon,Lebanon,0.0,Australia,Australia,5.0,FT,2024-03-26T08:45:00.000Z,1.08,True,matched
2024-03-26,Argentina,Costa Rica,3,1,Friendly,Los Angeles,United States,True,home_win,2,4416766.0,20240327,888512.0,Friendlies,Argentina,Argentina,3.0,Costa Rica,Costa Rica,1.0,FT,2024-03-27T02:45:00.000Z,1.08,False,matched
2024-03-26,Austria,Turkey,6,1,Friendly,Vienna,Austria,False,home_win,5,4421458.0,20240327,888512.0,Friendlies,Austria,Austria,6.0,Turkiye,Turkiye,1.0,FT,2024-03-26T19:45:00.000Z,1.08,False,matched
2024-03-26,Colombia,Romania,3,2,Friendly,Madrid,Spain,True,home_win,1,4395903.0,20240327,888512.0,Friendlies,Romania,Romania,2.0,Colombia,Colombia,3.0,FT,2024-03-26T19:30:00.000Z,1.08,True,matched
2024-03-26,Czech Republic,Armenia,2,1,Friendly,Prague,Czech Republic,False,home_win,1,4400891.0,20240327,888512.0,Friendlies,Czechia,Czechia,2.0,Armenia,Armenia,1.0,FT,2024-03-26T19:00:00.000Z,1.08,False,matched
